"title","category","year","month","day","millis"
"Transfer news: Manchester United sign Fernandes, Berge joins Blades – as it happened","football",2020,1,30,1580408001000
"Apple reports record profits amid concerns over economic impact of coronavirus","technology",2020,1,29,1580254794000
"China's primary school students to learn how to avoid stock market pitfalls","world news",2019,3,18,1552891179000
"Boris Johnson refuses to rule out leaving EU on WTO terms","politics",2019,12,3,1575412233000
"‘Not enough pork in the world’ to deal with China’s demand for meat","business",2019,11,23,1574524800000
"Events, dear boy, events: how politics is making markets volatile","business",2019,9,5,1567702824000
"Even Amazon and the tech giants could fail to click in a changing market","business",2019,4,21,1555826453000
"Am I plankton? Why older women feel they're at the bottom of the food chain","us news",2020,2,20,1582196423000
"Global funds management giant rejects Scott Morrison's attack on activist investors","australia news",2019,11,8,1573239645000
"Sanders and Ocasio-Cortez say company seeking HIV patent extension 'deceitful and immoral'","society",2019,12,9,1575897890000
"Edinburgh council blames Hogmanay festival organiser for 'curfew' row","uk news",2019,12,30,1577719488000
"Nigeria launches first sex offender register","global development",2019,11,25,1574684861000
"The strength of the UK's jobs market is not as simple as it seems | Larry Elliott","business",2019,4,16,1555420992000
"EU court ruling leaves sour taste for Italian balsamic vinegar producers","food",2019,12,4,1575470664000
"Lyft share price soars 20% in minutes on taxi app's stock market debut","technology",2019,3,29,1553875495000
"A battle for Labour’s future is playing out far from its former northern heartlands | Aditya Chakrabortty","opinion",2020,2,5,1580924590000
"Trump's $300bn China tariff threat sends markets into tailspin","business",2019,8,2,1564725075000
"The strength of the UK's jobs market is not as simple as it seems | Larry Elliott","business",2019,4,16,1555420992000
"EU court ruling leaves sour taste for Italian balsamic vinegar producers","food",2019,12,4,1575470664000
"Lyft share price soars 20% in minutes on taxi app's stock market debut","technology",2019,3,29,1553875495000
"Trump's $300bn China tariff threat sends markets into tailspin","business",2019,8,2,1564725075000
"Are we citizens of Europe or just consumers of a common market? | Letters","world news",2019,3,5,1551811334000
"St Albans voters: tell us which issues will decide this election","politics",2019,11,28,1574958150000
"Saudi Aramco scales back preparations for flotation","world news",2019,11,18,1574080984000
"Export of Gainsborough painting blocked by UK government","art and design",2019,12,23,1577111349000
"Labor's Richard Marles won't rule out supporting new coal developments","australia news",2020,2,9,1581217023000
"Our plan is to stop the fires by chopping down everything flammable BEFORE it burns. Marketing genius! | First Dog on the Moon","opinion",2020,1,22,1579671983000
"We have reached the bottom of the housing market but any rebound will be slow to come | Greg Jericho","business",2019,6,10,1560189611000
"Tullow Oil shares dive as chief is ousted amid problems in Ghana","business",2019,12,9,1575891751000
"Monopolies cost Americans $300 a month. We're no longer the land of free markets | Thomas Philippon","opinion",2019,11,13,1573628403000
"If the UK doesn’t act now, the car industry will vanish | Phillip Inman","business",2020,1,18,1579366833000
"Trump is on trial for abusing his power – the Davos elites should join him | Robert Reich","opinion",2020,1,19,1579413650000
"Wall Street will see more wild days over coronavirus fears, says famous trader","world news",2020,3,2,1583129872000
"The BBC needs to be defended – or its opponents will destroy it | Gaby Hinsliff","opinion",2020,1,21,1579620800000
"Talking Horses: why did stewards take no interest in Little Rory Mac?","sport",2019,12,6,1575654885000
"Nigel Farage: 'Immigration is not being talked about enough'","politics",2019,11,27,1574884817000
"Foreign stars, $325m fees and an eye on Mexico: MLS approaches Season 25","football",2020,2,26,1582707614000
"Britain's bars and restaurants are  doomed – unless the government acts now | Tony Naylor","opinion",2020,3,17,1584456553000
"Scott Morrison talks big about pressure on gas prices but says nothing about flooding markets with coal | Richard Denniss","opinion",2020,2,5,1580872108000
"Samantha Cameron under fire as fashion label breaches employment rules","business",2019,11,2,1572681616000
"US stock markets hit new record highs amid trade deal optimism – as it happened","business",2019,11,4,1572880141000
"UK housing market is a ‘goldmine’ for wealthy foreign buyers","business",2019,1,2,1546451516000
"Oil firms to pour extra 7m barrels per day into markets, data shows","environment",2019,10,10,1570705220000
"Buffalo hunt: can flea markets reveal the soul of a city?","cities",2019,7,19,1563512468000
"Lowest October rise in UK house prices since 2008 financial crisis","business",2019,10,21,1571612470000
"Tokyo, Lisbon, Leeds: the indoor food halls sweeping the world","life and style",2019,11,23,1574549280000
"Foxtons closes six London branches in 'challenging' market","business",2018,11,13,1542110755000
"'It is scary, I don't feel safe around London Bridge'","uk news",2019,11,30,1575110223000
"How long will it take Boris Johnson to betray his new friends in the north? | Rafael Behr","opinion",2019,12,17,1576608783000
"Markets jittery as trade war and recession worries spook investors -as it happened","business",2019,8,15,1565883906000
"The takeaway that wants to be healthy by stealth","food",2020,3,15,1584270055000
"Banks warned over Saudi Aramco by environmental groups","business",2019,10,17,1571284881000
"Charlton v Netzer: when stars faced off to celebrate the UK joining Europe","football",2020,1,28,1580216418000
"Global markets rally after US cools trade war with China","business",2019,8,13,1565717066000
"PM tries to present himself as a leader reborn – but you just can’t take the marketing out of Scotty | David Marr","global",2020,1,4,1578122346000
"China issues 'urgent' appeal for protective medical equipment -  as it happened","world news",2020,2,3,1580732924000
"Lloyd's of London takes to City pubs to stamp out bad behaviour","business",2019,11,19,1574172299000
"Lord Chalfont obituary","politics",2020,1,16,1579187055000
"Markets hit record highs as Trump claims US-China trade deal is very close - business live","business",2019,12,12,1576185566000
"Brexit will make all the election spending promises hard to keep","business",2019,11,17,1573974010000
"Why Iran crisis is unlikely to hit US consumers hard at the gas pumps","business",2020,1,8,1578474023000
"Illegal skin lightening creams found on sale in England and Wales","world news",2019,9,28,1569678742000
"Apple hopes its new streaming service will  make a splash","technology",2019,11,1,1572588013000
"The Guardian view on university strikes: a battle for the soul of the campus | Editorial","opinion",2019,11,25,1574708409000
"Labor to vote with One Nation to pressure Nationals over dairy prices","australia news",2019,11,6,1573020923000
"Five of the UK’s best multi-trip rail adventures","travel",2020,2,4,1580797833000
"Let’s move to eastern High Weald, East Sussex and Kent: not fashionable, but fabulous","money",2019,11,15,1573835412000
"Five of the UK’s best multi-trip rail adventures","travel",2020,2,4,1580797833000
"Let’s move to eastern High Weald, East Sussex and Kent: not fashionable, but fabulous","money",2019,11,15,1573835412000
"India primed: what Amazon's vast new Hyderabad campus reveals about its plans","cities",2019,12,31,1577775629000
"Once, politicians treated voters as adults. Now they are contemptuous | Kenan Malik","opinion",2019,11,24,1574586918000
"Getting the hump: Pushkar camel fair changing from trading post to heritage event","travel",2018,11,28,1543386628000
"Market forces won’t improve our schools | Letters","education",2018,8,31,1535729394000
"Saudi Aramco touches $2tn in value on second day of trading","business",2019,12,12,1576146179000
"Amazon's deal with Deliveroo examined by competition watchdog","business",2019,10,16,1571225535000
"Market Halls, London SW1: 'Let them eat avocado' – restaurant review | Grace Dent","food",2018,12,21,1545386424000
"What 2,000 job cuts tell us: the free market kills digital journalism","media",2019,2,2,1549132020000
"Western tech giants must stop kowtowing to China’s bullying | John Naughton","opinion",2019,10,13,1570954506000
"Sainsbury's plans push into UK beauty market","business",2018,9,30,1538313517000
"‘The scene has exploded’: China gets set to be leading global centre for art","world news",2019,11,10,1573373729000
"He’s a fauxgan not a bogan, but Scott Morrison’s blue-collar drag is brilliant marketing | Van Badham","opinion",2019,10,18,1571360008000
"First-half losses double at Purplebricks as housing market stalls","business",2018,12,13,1544721573000
